timestamp,BTCUSDT,ETHUSDT,XRPUSDT,BNBUSDT,SOLUSDT,TRXUSDT,DOGEUSDT,ADAUSDT
2025-02-02,97700.59,2869.68,2.58,617.8,203.51,0.2255,0.26808,0.8052
2025-02-03,101328.52,2879.9,2.7001,617.21,216.28,0.2287,0.28485,0.812
2025-02-04,97763.13,2731.19,2.5274,572.69,206.64,0.2245,0.26345,0.7439
2025-02-05,96612.43,2788.25,2.381,569.55,196.12,0.2225,0.25619,0.7325
2025-02-06,96554.35,2686.64,2.325,571.72,189.54,0.2316,0.24789,0.7052
2025-02-07,96506.8,2622.1,2.3968,577.71,191.99,0.23,0.24651,0.7072
2025-02-08,96444.74,2632.46,2.419,612.39,199.32,0.2313,0.25288,0.7005
2025-02-09,96462.75,2627.18,2.3928,615.81,200.47,0.2322,0.2489,0.6814
2025-02-10,97430.82,2661.19,2.4237,618.65,200.47,0.2462,0.25542,0.7121
2025-02-11,95778.2,2602.59,2.4131,642.11,197.96,0.241,0.25305,0.7781
2025-02-12,97869.99,2738.27,2.4734,696.93,196.78,0.2433,0.26418,0.7997
2025-02-13,96608.14,2675.87,2.5599,664.72,194.25,0.2342,0.26245,0.8107
2025-02-14,97500.48,2725.95,2.7384,659.71,199.39,0.2315,0.2718,0.7998
2025-02-15,97569.66,2693.04,2.7619,662.21,194.48,0.2375,0.27174,0.7811
2025-02-16,96118.12,2661.41,2.7283,673.1,188.27,0.2424,0.26555,0.7714
2025-02-17,95780.0,2744.05,2.6599,667.51,177.53,0.2388,0.25819,0.8089
2025-02-18,95671.74,2671.99,2.5628,648.18,169.32,0.2392,0.25137,0.7541
2025-02-19,96644.37,2715.5,2.7378,653.38,168.93,0.2424,0.2548,0.7738
2025-02-20,98305.0,2738.04,2.6877,656.36,176.0,0.2464,0.25474,0.8036
2025-02-21,96181.98,2663.0,2.5721,647.47,168.94,0.2379,0.23966,0.7621
2025-02-22,96551.01,2763.22,2.574,668.57,172.07,0.2393,0.24656,0.7734
2025-02-23,96258.0,2819.69,2.5763,658.42,167.94,0.246,0.24285,0.7697
2025-02-24,91552.88,2513.52,2.2783,614.2,141.81,0.2401,0.21043,0.6816
2025-02-25,88680.4,2495.7,2.3222,623.49,144.33,0.2309,0.21158,0.6832
2025-02-26,84250.09,2336.37,2.1982,611.57,135.32,0.2272,0.20355,0.6474
2025-02-27,84708.58,2307.72,2.1985,605.41,137.68,0.2286,0.20687,0.6451
2025-02-28,84349.94,2237.59,2.1453,588.07,148.18,0.2333,0.20184,0.6328
2025-03-01,86064.53,2217.39,2.1916,607.93,143.66,0.2341,0.20673,0.6593
2025-03-02,94270.0,2518.11,2.9396,623.94,178.71,0.2441,0.23931,1.135
2025-03-03,86220.61,2149.01,2.3873,576.1,142.16,0.2312,0.19913,0.8578
2025-03-04,87281.98,2171.51,2.4543,584.01,144.79,0.2426,0.19905,0.9409
2025-03-05,90606.01,2241.59,2.4998,598.24,146.28,0.2437,0.20471,0.9741
2025-03-06,89931.89,2202.2,2.6001,596.5,143.31,0.2401,0.20153,0.9065
2025-03-07,86801.75,2141.6,2.3855,594.77,139.39,0.2436,0.19844,0.8181
2025-03-08,86222.45,2203.58,2.3261,593.1,137.01,0.2438,0.19234,0.8052
2025-03-09,80734.37,2020.41,2.1387,554.65,126.51,0.2321,0.16809,0.7215
2025-03-10,78595.86,1865.1,2.0216,531.49,118.32,0.2292,0.15408,0.6712
2025-03-11,82932.99,1923.43,2.1711,551.61,125.35,0.2244,0.16454,0.7241
2025-03-12,83680.12,1908.2,2.2396,569.87,126.62,0.2229,0.17244,0.736
2025-03-13,81115.78,1864.59,2.2527,579.8,123.37,0.2253,0.16523,0.703
2025-03-14,83983.2,1911.65,2.3564,587.76,133.54,0.2224,0.17194,0.7373
2025-03-15,84338.44,1937.17,2.3911,619.83,135.86,0.2215,0.17594,0.7468
2025-03-16,82574.53,1887.0,2.2938,602.2,126.13,0.2119,0.16817,0.7049
2025-03-17,84010.03,1926.31,2.3382,631.69,128.01,0.2206,0.17332,0.7175
2025-03-18,82715.03,1931.54,2.2851,627.81,125.33,0.2371,0.16802,0.7017
2025-03-19,86845.94,2056.06,2.5469,618.7,135.33,0.2309,0.17799,0.7436
2025-03-20,84223.39,1983.79,2.4361,630.47,127.6,0.2339,0.16949,0.718
2025-03-21,84088.79,1965.75,2.3809,635.17,128.48,0.2335,0.16727,0.705
2025-03-22,83840.59,1980.69,2.3711,627.01,128.51,0.237,0.16737,0.7014
2025-03-23,86082.5,2005.99,2.4393,623.79,132.84,0.23,0.1726,0.7107
2025-03-24,87498.16,2081.2,2.4501,637.08,141.01,0.2282,0.183,0.732
2025-03-25,87392.87,2066.15,2.4492,629.82,143.64,0.2272,0.19062,0.7448
2025-03-26,86909.17,2009.52,2.3494,617.99,137.34,0.2314,0.1949,0.7287
2025-03-27,87232.01,2003.66,2.341,637.36,138.43,0.235,0.19046,0.7381
2025-03-28,84424.38,1896.9,2.2073,619.81,129.49,0.2325,0.18024,0.7062
2025-03-29,82648.54,1828.08,2.1351,602.99,124.58,0.2318,0.16957,0.6732
2025-03-30,82389.99,1807.74,2.1369,602.2,124.82,0.2319,0.16652,0.6612
2025-03-31,82550.01,1822.43,2.0899,604.81,124.54,0.2388,0.16666,0.6618
2025-04-01,85158.34,1904.98,2.1387,611.13,126.67,0.2378,0.17398,0.677
2025-04-02,82516.29,1795.22,2.0237,590.68,117.42,0.2341,0.16383,0.64
2025-04-03,83213.09,1817.23,2.0648,592.67,117.17,0.2382,0.16231,0.6508
2025-04-04,83889.87,1816.87,2.1302,597.71,122.79,0.239,0.17128,0.6603
2025-04-05,83537.99,1806.01,2.1442,593.13,120.32,0.2375,0.16898,0.6547
2025-04-06,78430.0,1580.76,1.9218,555.54,105.91,0.2301,0.14927,0.5737
2025-04-07,79163.24,1553.04,1.8987,554.6,106.99,0.2287,0.14958,0.5864
2025-04-08,76322.42,1473.41,1.7963,553.72,105.4,0.2306,0.14225,0.5583
2025-04-09,82615.22,1669.51,2.0529,582.32,119.05,0.2385,0.16031,0.6315
2025-04-10,79607.3,1522.25,1.9658,578.03,112.81,0.2363,0.15357,0.6094
2025-04-11,83423.84,1566.85,2.0225,585.93,121.41,0.243,0.16004,0.6239
2025-04-12,85276.9,1644.18,2.1598,597.29,132.24,0.246,0.16763,0.6595
2025-04-13,83760.0,1597.76,2.1196,584.28,128.38,0.2547,0.1626,0.6383
2025-04-14,84591.58,1623.77,2.1275,584.54,129.42,0.2521,0.15854,0.6353
2025-04-15,83643.99,1588.78,2.0842,579.52,126.11,0.2505,0.15356,0.6091
2025-04-16,83675.0,1590.82,2.0829,583.63,126.43,0.2528,0.15505,0.6114
